"codigo_modelo;""codigo_marca"";""codigo_fipe"";""modelo"";""tipo""",
"4923;""22"";""003336-7"";""Fusion SEL 3.0 V6 AWD 24V 243cv Aut."";""1""",
"4924;""23"";""004360-5"";""Classic Life/LS 1.0 VHC FlexP. 4p"";""1""",
"4925;""26"";""015071-1"";""i30 2.0 16V 145cv 5p Aut."";""1""",
"4926;""48"";""025167-4"";""SYMBOL Expression Hi-Flex 1.6 8V 4p"";""1""",
"4927;""125"";""055026-4"";""Kyron 2.0 16V 141cv  TDI Diesel Aut."";""1""",
"4928;""59"";""005293-0"";""Fox SUNRISE 1.0 Mi Total Flex 8V 5p"";""1""",
"4929;""59"";""005292-2"";""Passat CC 3.6 V6 FSI 300cv Tiptronic"";""1""",
"4930;""59"";""005290-6"";""Polo 1.6 E-Flex 8V 5p"";""1""",
"4931;""59"";""005291-4"";""TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p"";""1""",
"4935;""6"";""008135-3"";""A4 3.2 FSI Avant 24V Quattro S Tronic"";""1""",
"4936;""6"";""008134-5"";""Q5 2.0 16V TFSI Quattro S Tronic"";""1""",
"4937;""13"";""011098-1"";""C5 Tourer Exclusive 2.0 16V 5p Aut."";""1""",
"4958;""6"";""008136-1"";""A6 3.0 TB FSI V6 Quattro Tiptronic"";""1""",
"4959;""6"";""008137-0"";""Q5 3.2 FSI V6 Quattro S Tronic"";""1""",
"4960;""7"";""009136-7"";""118iA 2.0 16V 136cv 5p"";""1""",
"4961;""7"";""009135-9"";""135iA Coupé 3.0 24V 306cv"";""1""",
"4962;""21"";""001276-9"";""Idea ELX 1.8 mpi Flex 8V 5p"";""1""",
"4963;""125"";""055027-2"";""ACTYON 2.3 16V 150cv Aut."";""1""",
"4966;""21"";""001281-5"";""Idea Adv./ Adv.LOCK.Dualogic 1.8 Flex 5p"";""1""",
"4967;""21"";""001278-5"";""Palio ELX Dualogic 1.8 mpi Flex 8V 4p"";""1""",
"4968;""21"";""001280-7"";""Palio Week.Adv.LOCK.Dualogic 1.8 Flex"";""1""",
"4969;""21"";""001279-3"";""Siena HLX Dualogic 1.8 mpi Flex 8V 4p"";""1""",
"4970;""21"";""001277-7"";""Strada Adventure1.8/ 1.8 LOCKER Flex CD"";""1""",
"4971;""25"";""014061-9"";""CITY Sedan EX 1.5 Flex 16V 4p Aut."";""1""",
"4972;""25"";""014060-0"";""CITY Sedan EX 1.5 Flex 16V 4p Mec."";""1""",
"4973;""25"";""014063-5"";""CITY Sedan EXL 1.5 Flex  16V 4p Aut."";""1""",
"4974;""25"";""014062-7"";""CITY Sedan EXL 1.5 Flex 16V 4p Mec."";""1""",
"4975;""25"";""014059-7"";""CITY Sedan LX 1.5 Flex 16V 4p Aut."";""1""",
"4976;""25"";""014058-9"";""CITY Sedan LX 1.5 Flex 16V 4p Mec."";""1""",
"4977;""31"";""018070-0"";""SOUL 1.6/ 1.6 16V FLEX Aut."";""1""",
"4978;""31"";""018071-8"";""SOUL 1.6/ 1.6 16V FLEX Mec."";""1""",
"4979;""41"";""022110-4"";""Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut."";""1""",
"4980;""41"";""022111-2"";""Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec."";""1""",
"4981;""41"";""022109-0"";""Pajero Sport 3.5 V6 Flex 4x4 Aut."";""1""",
"4982;""43"";""023087-1"";""LIVINA GRAND 1.8 16V Flex Fuel Aut."";""1""",
"4983;""43"";""023086-3"";""LIVINA GRAND 1.8 16V Flex Fuel Mec."";""1""",
"4984;""43"";""023089-8"";""LIVINA GRAND SL 1.8 16V Flex Fuel Aut."";""1""",
"4985;""43"";""023088-0"";""LIVINA GRAND SL 1.8 16V Flex Fuel Mec"";""1""",
"4986;""44"";""024160-1"";""307 Presence 2.0 Flex 16V 5p Aut."";""1""",
"4987;""44"";""024161-0"";""307 Sed. Presence 2.0 Flex 16V 5p Aut."";""1""",
"4988;""48"";""025168-2"";""SANDERO vibe Hi-Flex 1.6 8V 5p"";""1""",
"4989;""59"";""005294-9"";""Polo I MOTION 1.6 Total Flex  5p"";""1""",
"4990;""59"";""005297-3"";""Polo Sed.COMFORT. I MOTION 1.6 T.Flex 4p"";""1""",
"4991;""59"";""005296-5"";""Polo Sedan I MOTION  1.6 Total Flex  4p"";""1""",
"4992;""59"";""005295-7"";""Polo SPORTLINE I MOTION 1.6 T.Flex 5p"";""1""",
"4995;""7"";""009137-5"";""550iA Limited Sport Edition 4.8 32V"";""1""",
"4996;""7"";""009138-3"";""Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p"";""1""",
"4997;""7"";""009139-1"";""Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p"";""1""",
"4998;""22"";""003337-5"";""Ranger Limited 2.3 150cv CD"";""1""",
"4999;""31"";""018072-6"";""MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut."";""1""",
"5000;""36"";""034021-9"";""GranTurismo S 4.7 V8 32V/ MC Line"";""1""",
"5001;""36"";""034020-0"";""Quattroporte S 4.7 V8 32V 430cv"";""1""",
"5002;""39"";""021222-9"";""C-300 Avantgarde 3.0 V6 24V 231cv Aut."";""1""",
"5003;""39"";""021220-2"";""Classe B 180 1.7 116cv Aut."";""1""",
"5004;""39"";""021221-0"";""E-350 Avant./Avant. Execut. 3.5 V6 272cv"";""1""",
"5005;""55"";""028046-1"";""SX4 2.0 16V 145cv 4WD 5p Aut."";""1""",
"5006;""55"";""028045-3"";""SX4 2.0 16V 145cv 4WD 5p Mec."";""1""",
"5007;""59"";""005302-3"";""Golf SILVER EDIT. 2.0 Mi T.Flex 8v Mec."";""1""",
"5008;""59"";""005301-5"";""Golf SILVER EDIT. 2.0 Mi T.Flex 8V Tip."";""1""",
"5009;""59"";""005298-1"";""Saveiro 1.6 Mi Total Flex 8V CE"";""1""",
"5010;""59"";""005299-0"";""Saveiro TROOPER 1.6 Mi Total Flex 8V"";""1""",
"5011;""59"";""005300-7"";""Saveiro TROOPER 1.6 Mi Total Flex 8V CE"";""1""",
"5020;""7"";""009140-5"";""X5 Security 4.8is 4x4 V8 32V 355cv Aut."";""1""",
"5021;""161"";""073001-7"";""Tiggo 2.0 16V Mec. 5p"";""1""",
"5022;""21"";""001282-3"";""Ducato Cargo Curto 2.3 ME Diesel"";""1""",
"5023;""21"";""001283-1"";""Ducato Cargo Longo 2.3 ME Diesel"";""1""",
"5024;""21"";""001284-0"";""Ducato Combinato 2.3 ME Diesel"";""1""",
"5025;""21"";""001288-2"";""Ducato Maxi. Curta 2.3 T.Alto ME Diesel"";""1""",
"5026;""21"";""001289-0"";""Ducato Maxi. Long. 2.3 T.Alto ME Diesel"";""1""",
"5027;""21"";""001285-8"";""Ducato Minibus 2.3 ME Diesel"";""1""",
"5028;""21"";""001286-6"";""Ducato Minibus 2.3 T.Alto ME Diesel"";""1""",
"5029;""21"";""001287-4"";""Ducato Multi Long. 2.3 T.Alto ME Diesel"";""1""",
"5030;""23"";""004361-3"";""MONTANA COMBO 1.4 8V ECONOFLEX"";""1""",
"5031;""39"";""021224-5"";""C-63 Touring AMG 6.2 V8 Aut."";""1""",
"5032;""39"";""021225-3"";""CL-65 AMG 6.0 V12 612cv Aut."";""1""",
"5033;""39"";""021226-1"";""Classe R 500 L 5.5 V8 388cv Aut."";""1""",
"5034;""39"";""021223-7"";""E-350 Coupe 3.5 V6 272cv 2p"";""1""",
"5035;""39"";""021227-0"";""ML-350 3.0 V6  4x4 Diesel"";""1""",
"5036;""43"";""023090-1"";""LIVINA X-GEAR 1.6 16V Flex Fuel Mec."";""1""",
"5037;""43"";""023091-0"";""LIVINA X-GEAR SL 1.6 16V Flex Fuel Mec."";""1""",
"5038;""43"";""023092-8"";""LIVINA X-GEAR SL/X-GEAR 1.8 Flex F. Aut."";""1""",
"5039;""47"";""035039-7"";""Boxster  2.9 255cv"";""1""",
"5040;""47"";""035038-9"";""Boxster S 3.4 310cv"";""1""",
"5041;""56"";""002109-1"";""Corolla GLi 1.8 Flex 16V  Aut."";""1""",
"5042;""56"";""002108-3"";""Corolla GLi 1.8 Flex 16V Mec."";""1""",
"5057;""7"";""009141-3"";""650iA Limited Sport  Edition 4.8 32V"";""1""",
"5058;""20"";""031030-1"";""California F1 V8 460cv"";""1""",
"5059;""21"";""001296-3"";""500 LOUNGE 1.4 16V 100cv  Mec."";""1""",
"5060;""21"";""001297-1"";""500 LOUNGE 1.4 16V 100cv Dualogic"";""1""",
"5061;""21"";""001295-5"";""500 SPORT 1.4 16V 100cv  Dualogic"";""1""",
"5062;""21"";""001290-4"";""500 SPORT 1.4 16V 100cv Mec."";""1""",
"5063;""21"";""001294-7"";""Palio Weekend Trekking 1.8 mpi Flex 8V"";""1""",
"5064;""21"";""001298-0"";""Stilo 1.8 ATTRACTIVE Flex 8V 5p"";""1""",
"5065;""21"";""001299-8"";""Stilo Duologic 1.8 ATTRACTIVE Flex 8V 5p"";""1""",
"5066;""21"";""001293-9"";""Strada Working 1.4 mpi Fire Flex 8V CD"";""1""",
"5067;""21"";""001292-0"";""Strada Working 1.4 mpi Fire Flex 8V CE"";""1""",
"5068;""21"";""001291-2"";""Strada Working 1.4 mpi Fire Flex 8V CS"";""1""",
"5069;""23"";""004362-1"";""AGILE LT 1.4 MPFI 8V FlexPower 5p"";""1""",
"5070;""23"";""004363-0"";""AGILE LTZ 1.4 MPFI 8V FlexPower 5p"";""1""",
"5071;""26"";""015072-0"";""i30 2.0 16V 145cv 5p Mec."";""1""",
"5072;""33"";""033052-3"";""Defender 110 LE FIRE & ICE 2.4 T. Diesel"";""1""",
"5073;""33"";""033051-5"";""Defender 90 LE FIRE & ICE 2.4 T. Diesel"";""1""",
"5074;""156"";""071005-9"";""COOPER CABRIO 1.6 Aut."";""1""",
"5075;""156"";""071006-7"";""COOPER CABRIO S 1.6 Aut."";""1""",
"5076;""44"";""024162-8"";""Boxer 2.3 Furg.TB Dies. Curto/Médio"";""1""",
"5077;""44"";""024163-6"";""Boxer 2.3 Furg.TB Dies. Méd/ LongoT.Alto"";""1""",
"5078;""47"";""035041-9"";""Panamera 4S 4.8 400cv"";""1""",
"5079;""47"";""035040-0"";""Panamera S 4.8 400cv"";""1""",
"5080;""47"";""035042-7"";""Panamera Turbo 4.8 500cv/520cv"";""1""",
"5081;""56"";""002110-5"";""Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut."";""1""",
"5082;""59"";""005307-4"";""Fox 1.0 Mi Total Flex 8V 3p"";""1""",
"5083;""59"";""005308-2"";""Fox 1.0 Mi Total Flex 8V 5p"";""1""",
"5084;""59"";""005305-8"";""Fox 1.6 Mi I MOTION Total Flex 8V 5p"";""1""",
"5085;""59"";""005306-6"";""Fox 1.6 Mi Total Flex 8V 5p"";""1""",
"5086;""59"";""005303-1"";""Fox PRIME/Higli. 1.6 Total Flex 8V 5p"";""1""",
"5087;""59"";""005304-0"";""Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p"";""1""",
"5088;""163"";""074001-2"";""Way 1.6 Total Flex 8V Mec."";""1""",
"5089;""163"";""074002-0"";""Way 1.8 Total Flex 8V Mec."";""1""",
"5103;""13"";""011099-0"";""Jumper 2.3 15/16Lug. TB Diesel"";""1""",
"5104;""21"";""001300-5"";""Doblo  1.4 mpi Fire Flex  8V 4p"";""1""",
"5105;""21"";""001302-1"";""Doblo  Cargo 1.4 mpi Fire Flex 8V 3p"";""1""",
"5106;""21"";""001301-3"";""Doblo ELX 1.4 mpi Fire Flex 8V 4p"";""1""",
"5107;""23"";""004364-8"";""MONTANA ARENA 1.4 ECONOFLEX  8V 2p"";""1""",
"5108;""23"";""004365-6"";""MONTANA Sport 1.4 ECONOFLEX 8V 2p"";""1""",
"5109;""33"";""033053-1"";""Discovery4 SE 2.7 4x4 TDV6 Diesel Aut."";""1""",
"5110;""44"";""024164-4"";""207 X-Line 1.4 Flex 8V 3p"";""1""",
"5111;""44"";""024165-2"";""207 X-Line 1.4 Flex 8V 5p"";""1""",
"5112;""44"";""024166-0"";""Boxer 2.3 Minibus 15/16L TB Diesel."";""1""",
"5113;""59"";""005309-0"";""Gol I MOTION 1.6 Mi Total Flex 8V 4p"";""1""",
"5114;""59"";""005310-4"";""Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p"";""1""",
"5115;""59"";""005314-7"";""Golf  BLACK EDITON 2.0 Mi T. Flex 8V Tip"";""1""",
"5116;""59"";""005311-2"";""VOYAGE I MOTION 1.6 Mi Total Flex 8V"";""1""",
"5117;""59"";""005313-9"";""VOYAGE I MOTION COMF/Hghli.1.6 T.Flex 8V"";""1""",
"5118;""59"";""005312-0"";""VOYAGE I MOTION TREND 1.6 Mi T. Flex 8V"";""1""",
"5125;""6"";""008138-8"";""A3 Sport 2.0 16V TFSI S Tronic"";""1""",
"5126;""6"";""008139-6"";""A5 3.2 FSI V6 24V 269cv Quattro Tiptroni"";""1""",
"5127;""6"";""008140-0"";""S3 Sportback 2.0 TFSI Quattro S Tronic"";""1""",
"5128;""6"";""008141-8"";""TTS 2.0 TFSI QUATTRO S Tronic"";""1""",
"5129;""6"";""008142-6"";""TTS Roadster 2.0 TB FSI Quattro S Tronic"";""1""",
"5130;""28"";""016026-1"";""XFR Supercharged 5.0 V8 510cv Aut."";""1""",
"5131;""33"";""033056-6"";""Discovery4 S 2.7 4x4 TDV6 Diesel Aut."";""1""",
"5132;""33"";""033054-0"";""Range Rover Sport HSE SUPERCHAR. 5.0 V8"";""1""",
"5133;""33"";""033055-8"";""Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies."";""1""",
"5134;""39"";""021228-8"";""GLK 300 3.0 V6 24V 4x4 231cv Aut."";""1""",
"5135;""43"";""023081-2"";""Frontier XE  CD 4x4 2.5 TB Diesel"";""1""",
"5140;""13"";""011100-7"";""Jumper 2.3 Furgão TB Diesel"";""1""",
"5141;""33"";""033057-4"";""Discovery4 HSE 2.7 4x4 TDV6 Diesel Aut."";""1""",
"5142;""33"";""033059-0"";""Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut"";""1""",
"5143;""33"";""033060-4"";""Discovery4 HSE 5.0 4x4 Aut."";""1""",
"5144;""33"";""033058-2"";""Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut."";""1""",
"5145;""33"";""033062-0"";""Range Rover Sport HSE 3.0 SDV6  Diesel"";""1""",
"5146;""33"";""033061-2"";""Range Rover Vogue SE SUPERCHAR. 5.0 V8"";""1""",
"5147;""157"";""072003-8"";""fortwo BRABUS Coupe 1.0 72kw"";""1""",
"5148;""25"";""014064-3"";""Civic Sed. LXL/LXL SE 1.8 Flex 16V Mec."";""1""",
"5149;""25"";""014065-1"";""Civic Sed. LXL/ LXL SE 1.8 Flex 16V Aut."";""1""",
"5150;""17"";""013028-1"";""Ram 2500 TROPIVAN 5.9 SLT Exec.TDI Dies."";""1""",
"5151;""39"";""021229-6"";""G-55 Kompressor AMG 5.5 V8 507cv Aut."";""1""",
"5158;""7"";""009142-1"";""X1 XDRIVE 28i 3.0 24V 4x4 Aut."";""1""",
"5159;""44"";""024167-9"";""207 QUIKSILVER 1.4 Flex 8V 3p"";""1""",
"5160;""44"";""024168-7"";""207 QUIKSILVER 1.4 Flex 8V 5p"";""1""",
"5186;""6"";""008144-2"";""S6 5.2 Avant FSI V10 435cv Quattro Tiptr"";""1""",
"5187;""6"";""008143-4"";""S6 5.2 FSI V10 435cv Quattro Tiptronic"";""1""",
"5188;""7"";""009143-0"";""X5 M 4.4 4x4 V8 32V Bi-Turbo Aut."";""1""",
"5189;""7"";""009144-8"";""X6 M 4.4 4x4 V8 32V Bi-Turbo Aut."";""1""",
"5190;""123"";""062002-5"";""Buggy VII/VII BIG"";""1""",
"5191;""22"";""003338-3"";""F-250 F-MILHA CD 3.9 TB Diesel"";""1""",
"5192;""165"";""075001-8"";""Stark 2.3 4WD 127cv TDI Diesel 3p"";""1""",
"5193;""56"";""002112-1"";""Corolla ALTIS 2.0 Flex 16V Aut."";""1""",
"5194;""56"";""002111-3"";""Corolla XEi 2.0 Flex 16V Aut."";""1""",
"5195;""59"";""005315-5"";""Saveiro CROSS 1.6 Mi Total Flex 8V CE"";""1""",
"5208;""161"";""073003-3"";""CIELO 1.6 16V 119cv  5p"";""1""",
"5209;""161"";""073004-1"";""CIELO Sedan 1.6 16V 119cv  4p"";""1""",
"5210;""161"";""073002-5"";""Face 1.3 16V/1.3 16V Flex.Mec."";""1""",
"5211;""25"";""014066-0"";""Accord Sedan EX 2.0 16V 156cv Aut."";""1""",
"5212;""26"";""015073-8"";""Santa Fe GLS 3.5 V6 4x4 Tiptronic"";""1""",
"5213;""39"";""021230-0"";""C-180 Kompressor Classic 1.6 16V Aut."";""1""",
"5214;""39"";""021231-8"";""S-400 Hybrid 3.5 V6 279cv Aut."";""1""",
"5215;""54"";""027058-0"";""Legacy 2.0 16V 160cv Aut."";""1""",
"5216;""54"";""027059-8"";""Legacy GT 2.5  16V 280cv Aut."";""1""",
"5217;""54"";""027060-1"";""Outback 3.6 H6 SW Aut."";""1""",
"5218;""59"";""005317-1"";""Gol ECOMOTION  1.0 Mi Total Flex 8V 4p"";""1""",
"5219;""59"";""005316-3"";""Gol ECOMOTION 1.0 Mi Total Flex 8V 2p"";""1""",
"5220;""59"";""005318-0"";""Gol SELEÇÃO 1.0 Mi Total Flex 8V 5p"";""1""",
"5221;""59"";""005319-8"";""Golf Sportline 2.0 Mi Total F. 8V Tip."";""1""",
"5234;""6"";""008145-0"";""A5 Sportback 2.0 16V TFSI 211cv Multi."";""1""",
"5235;""6"";""008147-7"";""R8 4.2 V8 426cv Quattro R-tronic"";""1""",
"5236;""6"";""008146-9"";""R8 5.2 V10 Quattro R-tronic/S-tronic"";""1""",
"5237;""12"";""010031-5"";""PT Cruiser Touring DEC. EDITION 2.4 16V"";""1""",
"5238;""17"";""013029-0"";""JOURNEY RT 2.7 V6 185cv Aut."";""1""",
"5239;""21"";""001304-8"";""UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p"";""1""",
"5240;""21"";""001308-0"";""UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p"";""1""",
"5241;""21"";""001303-0"";""UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p"";""1""",
"5242;""21"";""001307-2"";""UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p"";""1""",
"5243;""21"";""001305-6"";""UNO WAY 1.0 EVO Fire Flex 8V 5p"";""1""",
"5244;""21"";""001306-4"";""UNO WAY 1.4 EVO Fire Flex 8V 5p"";""1""",
"5245;""21"";""001309-9"";""UNO WAY Celeb. 1.0 EVO Fire Flex 8V 5p"";""1""",
"5246;""21"";""001310-2"";""UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p"";""1""",
"5247;""22"";""003339-1"";""TRANSIT Chassi 2.4 TDCI Diesel"";""1""",
"5248;""29"";""017022-4"";""Cherokee Limited 3.7 4x4 V6 12V Aut."";""1""",
"5249;""31"";""018073-4"";""Sorento 2.4 16V 4x2 Aut."";""1""",
"5250;""31"";""018074-2"";""Sorento 2.4 16V 4x4 Aut."";""1""",
"5251;""31"";""018075-0"";""Sorento 3.5 V6 24V 4x2 Aut."";""1""",
"5252;""31"";""018076-9"";""Sorento 3.5 V6 24V 4x4 Aut."";""1""",
"5253;""43"";""023096-0"";""LIVINA GRAND S 1.8 16V Flex Fuel Aut."";""1""",
"5254;""43"";""023097-9"";""LIVINA GRAND S 1.8 16V Flex Fuel Mec."";""1""",
"5255;""43"";""023093-6"";""LIVINA S 1.6 16V Flex Fuel Mec."";""1""",
"5256;""43"";""023094-4"";""LIVINA S 1.8 16V Flex Fuel Aut."";""1""",
"5257;""43"";""023095-2"";""LIVINA X-GEAR S 1.6 16V Flex Fuel"";""1""",
"5258;""44"";""024171-7"";""HOGGAR ESCAPADE 1.6 Flex 16V 2p"";""1""",
"5259;""44"";""024169-5"";""HOGGAR X-Line 1.4 Flex 8V 2p"";""1""",
"5260;""44"";""024170-9"";""HOGGAR XR 1.4 Flex 8V 2p"";""1""",
"5261;""59"";""005320-1"";""AMAROK Highline CD 2.0 16V TDI 4x4 Dies."";""1""",
"5267;""7"";""009146-4"";""535iA 3.0 24V 306cv Bi-Turbo"";""1""",
"5268;""7"";""009147-2"";""550iA 4.4 32V 407cv Bi-Turbo"";""1""",
"5269;""7"";""009145-6"";""X1 SDRIVE 18i 2.0 16V 4x2 Aut."";""1""",
"5270;""17"";""013030-3"";""JOURNEY SE 2.7 V6 185cv Aut."";""1""",
"5271;""21"";""001314-5"";""Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p"";""1""",
"5272;""21"";""001315-3"";""Palio Week. ATTRACTIVE 1.4 Fire Flex 8V"";""1""",
"5273;""21"";""001313-7"";""Punto ATTRACTIVE 1.4 Fire Flex 8V 5p"";""1""",
"5274;""21"";""001312-9"";""Strada Celeb. 1.4 mpi Fire Flex 8V CE"";""1""",
"5275;""21"";""001311-0"";""Strada Celeb. 1.4 mpi Fire Flex 8V CS"";""1""",
"5276;""23"";""004366-4"";""MALIBU LTZ 2.4 16V 171cv 4p"";""1""",
"5277;""152"";""068005-2"";""Towner Jr. Pick-up 1.0 8V 48cv  CD 4p"";""1""",
"5278;""152"";""068004-4"";""Towner Jr. Pick-up 1.0 8V 48cv  CS 2p"";""1""",
"5279;""26"";""015075-4"";""ix35 2.0 16V 170cv 2WD/4WD Mec."";""1""",
"5280;""26"";""015074-6"";""ix35 2.0 16V 170cv 2WD/4WD Aut."";""1""",
"5281;""39"";""021232-6"";""SL-350 Sport 3.5 V6 316cv"";""1""",
"5282;""44"";""024172-5"";""Partner  VAN 1.6  Flex 16V  5p"";""1""",
"5283;""44"";""024173-3"";""Partner  VAN ESCAPADE 1.6 Flex 16V 5p"";""1""",
"5284;""157"";""072004-6"";""fortwo coupé/Brasil.Edition 1.0 mhd 71cv"";""1""",
"5292;""7"";""009148-0"";""535iA GT 3.0 306cv Bi-Turbo"";""1""",
"5293;""21"";""001324-2"";""Palio ESSENCE 1.6 Flex 16V 5p"";""1""",
"5294;""21"";""001325-0"";""Palio ESSENCE Dualogic 1.6 Flex 16V 5p"";""1""",
"5295;""21"";""001316-1"";""Punto ESSENCE 1.6 Flex 16V 5p"";""1""",
"5296;""21"";""001317-0"";""Punto ESSENCE 1.8 Flex 16V 5p"";""1""",
"5297;""21"";""001318-8"";""Punto ESSENCE Dualogic 1.8 Flex 16V 5p"";""1""",
"5298;""21"";""001319-6"";""Punto Sporting Dualogic 1.8 Flex 16V 5p"";""1""",
"5299;""21"";""001320-0"";""Siena ATTRACTIVE 1.0 Fire Flex 8V 4p"";""1""",
"5300;""21"";""001321-8"";""Siena ATTRACTIVE 1.4 Fire Flex 8V 4p"";""1""",
"5301;""21"";""001322-6"";""Siena ESSENCE 1.6 Flex 16V 4p"";""1""",
"5302;""21"";""001323-4"";""Siena ESSENCE Dualogic 1.6 Flex 16V 4p"";""1""",
"5303;""26"";""015077-0"";""i30cw 2.0 16V 145cv Aut. 5p"";""1""",
"5304;""26"";""015076-2"";""i30cw 2.0 16V 145cv Mec. 5p"";""1""",
"5305;""28"";""016027-0"";""XF 5.0 32V V8 385cv Aut."";""1""",
"5306;""29"";""017023-2"";""Wrangler Unlimited Sport 3.8 V6 199cv"";""1""",
"5307;""39"";""021233-4"";""C-200 CGI Avantgarde 1.8 16V 184cv Aut."";""1""",
"5308;""39"";""021234-2"";""C-200 CGI Sport 1.8 TB 16V 184cv Aut."";""1""",
"5309;""39"";""021235-0"";""E-350 Cabrio 3.5 V6 272cv 2p"";""1""",
"5310;""167"";""076001-3"";""550 1.8 16V Turbo 170cv Aut."";""1""",
"5311;""43"";""023098-7"";""TIIDA Sedan 1.8 16V Flex Fuel 4p"";""1""",
"5312;""48"";""025169-0"";""Clio Hi-Flex 1.0 16V 3p"";""1""",
"5313;""48"";""025170-4"";""Clio Hi-Flex 1.0 16V 5p"";""1""",
"5314;""59"";""005321-0"";""SPACEFOX  TREND I MOTION 1.6 T. Flex 8v"";""1""",
"5315;""59"";""005322-8"";""SPACEFOX SPORTLINE/HIGHLINE I MOTION 1.6"";""1""",
"5335;""6"";""008149-3"";""RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip."";""1""",
"5336;""6"";""008148-5"";""RS6 5.0 FSI V10 Bi-TB Quattro Tip."";""1""",
"5337;""13"";""011103-1"";""AIRCROSS Exclusive 1.6 Flex 16V 5p Mec."";""1""",
"5338;""13"";""011101-5"";""AIRCROSS GL 1.6 Flex 16V 5p Mec."";""1""",
"5339;""13"";""011102-3"";""AIRCROSS GLX 1.6 Flex 16V 5p Mec."";""1""",
"5340;""21"";""001328-5"";""Idea ATTRACTIVE 1.4 Fire Flex 8V 5p"";""1""",
"5341;""21"";""001326-9"";""Idea ESSENCE 1.6 Flex 16V 5p"";""1""",
"5342;""21"";""001327-7"";""Idea ESSENCE Dualogic 1.6 Flex 16V 5p"";""1""",
"5343;""21"";""001329-3"";""Idea SPORTING 1.8 Flex 16V 5p"";""1""",
"5344;""21"";""001330-7"";""Idea SPORTING Dualogic 1.8 Flex 16V 5p"";""1""",
"5345;""22"";""003340-5"";""Fiesta Sedan SE 1.6 16V Flex 4p"";""1""",
"5346;""168"";""077001-9"";""320 ELITE 1.3 16V 88cv 5p"";""1""",
"5347;""168"";""077002-7"";""620 TALENT 1.6 16V 106cv 4p"";""1""",
"5348;""39"";""021237-7"";""C-200 CGI Touring Avantgarde 1.8 16V Aut"";""1""",
"5349;""39"";""021236-9"";""C-300 Sport 3.0 V6 231cv Aut."";""1""",
"5350;""59"";""005323-6"";""AMAROK Trendline CD 2.0 16V TDI 4x4 Dies"";""1""",
"5356;""7"";""009149-9"";""X5 XDRIVE 35i 3.0 306cv Bi-Turbo"";""1""",
"5357;""7"";""009150-2"";""X5 XDRIVE 50i 4.4  Bi-Turbo"";""1""",
"5358;""147"";""066007-8"";""ULC PICAPE CD 1.0 8V 4p"";""1""",
"5359;""147"";""066006-0"";""ULC PICAPE Longa 1.0 8V 2p"";""1""",
"5360;""147"";""066005-1"";""ULC PICAPE Longa Bau 1.0 8V 2p"";""1""",
"5361;""21"";""001331-5"";""Siena EL 1.4 mpi Fire Flex 8V 4p"";""1""",
"5362;""21"";""001332-3"";""Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p"";""1""",
"5363;""21"";""001333-1"";""Siena Sporting 1.6 Flex 16V 4p"";""1""",
"5364;""21"";""001334-0"";""Siena Sporting Dualogic 1.6 Flex 16V 4p"";""1""",
"5365;""22"";""003341-3"";""Ranger TROPIVAN XLT 2.3 16V 150cv"";""1""",
"5366;""22"";""003342-1"";""Ranger TROPIVAN XLT 3.0 PSE 4x2 TB Dies."";""1""",
"5367;""22"";""003343-0"";""Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies."";""1""",
"5368;""170"";""079001-0"";""Buggy 2000W 1.8 8V/ 1.8 8V Flex"";""1""",
"5369;""23"";""004367-2"";""S10 Pick-Up RODEIO 2.4 MPFI F.Power CD"";""1""",
"5370;""23"";""004368-0"";""S10 Pick-Up RODEIO 2.8 TDI 4x2 CD Dies."";""1""",
"5371;""23"";""004369-9"";""S10 Pick-Up RODEIO 2.8 TDI 4x4 CD Dies."";""1""",
"5372;""25"";""014067-8"";""CITY Sedan DX 1.5 Flex 16V Aut."";""1""",
"5373;""25"";""014068-6"";""CITY Sedan DX 1.5 Flex 16V Mec."";""1""",
"5374;""6"";""008150-7"";""A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p"";""1""",
"5375;""171"";""078001-4"";""Gallardo Coupe LP560-4"";""1""",
